run_id,machine_id,run_log_file,algo,seed,env_name,os_name,cpu_physical_cores,cpu_logical_cores,cpu_clock_ghz,ram_mb,avg_cpu_usage,avg_ram_usage,peak_cpu_usage,peak_ram_usage,learning_rate,learning_rate_schedule,batch_size,buffer_size,normalize,hidden_units,num_layers,vis_encode_type,gamma,strength,keep_checkpoints,max_steps,time_horizon,summary_freq,buffer_init_steps,tau,steps_per_update,save_replay_buffer,init_entcoef,reward_signal_steps_per_update,beta,epsilon,lambd,num_epoch,train_duration_s,final_mean_reward,final_std_reward,time_to_convergence,steps_to_convergence
filippomorini_macOS_sac_0cc3116b1f,filippomorini_macOS,experiments\results\filippomorini_macOS\filippomorini_macOS_sac_0cc3116b1f\run_logs\run_log.csv,sac,NA,3DBall,macOS,10,10,0.0,16384.0,16.4,949.72,23.59,1003.14,0.0003,linear,64,155840,False,244,2,simple,0.8617572659630471,1.0,5,10000000,1841,50000,9608,0.008562333039131613,20.0,False,0.515408672670204,14.0,NA,NA,NA,NA,1753.9560000000001,100.0,0.0,1367.2060000000001,2650000
filippomorini_macOS_sac_173cd33da6,filippomorini_macOS,experiments\results\filippomorini_macOS\filippomorini_macOS_sac_173cd33da6\run_logs\run_log.csv,sac,NA,3DBall,macOS,10,10,0.0,16384.0,16.9,1148.54,19.94,1503.33,0.0003,linear,64,733312,False,409,2,simple,0.9791011214585943,1.0,5,10000000,1907,50000,7575,0.007976189824620205,17.0,False,0.9780108060107396,17.0,NA,NA,NA,NA,235.53,100.0,0.0,178.856,300000
filippomorini_macOS_sac_26da447391,filippomorini_macOS,experiments\results\filippomorini_macOS\filippomorini_macOS_sac_26da447391\run_logs\run_log.csv,sac,NA,3DBall,macOS,10,10,0.0,16384.0,16.16,2031.54,21.4,2236.56,0.0003,linear,64,814464,False,442,1,simple,0.8750414012041376,1.0,5,10000000,1037,50000,6676,0.006692717621408952,14.0,False,0.7742576935701606,12.0,NA,NA,NA,NA,5371.613,98.045,13.823,NA,NA
filippomorini_macOS_sac_2e7fb37fd3,filippomorini_macOS,experiments\results\filippomorini_macOS\filippomorini_macOS_sac_2e7fb37fd3\run_logs\run_log.csv,sac,NA,3DBall,macOS,10,10,0.0,16384.0,10.43,1920.64,20.28,2098.89,0.0003,linear,64,720384,False,35,2,simple,0.8323997209473413,1.0,5,10000000,1171,50000,9810,0.005434349730631781,7.0,False,0.5677938941878817,8.0,NA,NA,NA,NA,5086.348,100.0,0.0,5017.178,6950000
filippomorini_macOS_sac_4517476483,filippomorini_macOS,experiments\results\filippomorini_macOS\filippomorini_macOS_sac_4517476483\run_logs\run_log.csv,sac,NA,3DBall,macOS,10,10,0.0,16384.0,12.34,1183.39,17.65,1265.31,0.0003,linear,64,276928,False,386,2,simple,0.9091486062891541,1.0,5,10000000,692,50000,4904,0.005740560153657599,5.0,False,0.5690594391744537,3.0,NA,NA,NA,NA,6505.502,100.0,0.0,6365.137,4600000
filippomorini_macOS_sac_6b39af3979,filippomorini_macOS,experiments\results\filippomorini_macOS\filippomorini_macOS_sac_6b39af3979\run_logs\run_log.csv,sac,NA,3DBall,macOS,10,10,0.0,16384.0,15.41,1104.65,24.97,1139.52,0.0003,linear,64,299648,False,149,3,simple,0.8881589211328976,1.0,5,10000000,568,50000,1592,0.006123555203310019,18.0,False,0.9505417153660054,7.0,NA,NA,NA,NA,4524.495,100.0,0.0,273.411,450000
filippomorini_macOS_sac_8ef5e6e3ce,filippomorini_macOS,experiments\results\filippomorini_macOS\filippomorini_macOS_sac_8ef5e6e3ce\run_logs\run_log.csv,sac,NA,3DBall,macOS,10,10,0.0,16384.0,11.7,2046.86,18.56,2144.62,0.0003,linear,64,820416,False,346,3,simple,0.8948391815389647,1.0,5,10000000,1650,50000,1110,0.006996143044890851,4.0,False,0.6124852324059545,11.0,NA,NA,NA,NA,18328.964,61.452,42.141,16934.155,9250000
filippomorini_macOS_sac_a2903a07a8,filippomorini_macOS,experiments\results\filippomorini_macOS\filippomorini_macOS_sac_a2903a07a8\run_logs\run_log.csv,sac,NA,3DBall,macOS,10,10,0.0,16384.0,13.38,1126.64,18.73,1507.12,0.0003,linear,64,645376,False,226,2,simple,0.9170689158455195,1.0,5,10000000,629,50000,7110,0.007359976479631651,8.0,False,0.6651506665739446,2.0,NA,NA,NA,NA,410.838,100.0,0.0,308.259,300000
filippomorini_macOS_air-di-filippo_ppo_0170b7f347,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_0170b7f347\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,20.04,719.48,24.9,1124.72,0.0003,linear,32,395616,False,69,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,5452.144,100.0,0.0,1758.557,3190000
filippomorini_macOS_air-di-filippo_ppo_02bc0efd36,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_02bc0efd36\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.64,730.91,24.66,1147.73,0.0003,linear,32,426208,False,91,2,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1154.92,3.993,3.521,NA,NA
filippomorini_macOS_air-di-filippo_ppo_07c0a9b2e8,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_07c0a9b2e8\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.48,685.08,21.35,1027.86,0.0003,linear,32,343232,False,108,1,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1085.271,3.649,3.121,NA,NA
filippomorini_macOS_air-di-filippo_ppo_0e907dd758,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_0e907dd758\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.65,657.02,22.16,919.19,0.0003,linear,32,282624,False,122,1,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1114.913,16.204,16.038,NA,NA
filippomorini_macOS_air-di-filippo_ppo_0f5e52fcb7,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_0f5e52fcb7\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.99,798.24,25.91,1156.72,0.0003,linear,32,382208,False,83,3,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,5744.896,100.0,0.0,1361.282,2320000
filippomorini_macOS_air-di-filippo_ppo_1fb547da83,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_1fb547da83\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.75,802.89,22.25,961.48,0.0003,linear,32,231008,False,115,2,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1151.493,84.409,32.566,NA,NA
filippomorini_macOS_air-di-filippo_ppo_20d7b1556d,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_20d7b1556d\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.71,765.54,21.76,896.67,0.0003,linear,32,202080,False,98,2,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1089.45,100.0,0.0,935.442,1680000
filippomorini_macOS_air-di-filippo_ppo_2798d33a21,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_2798d33a21\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.63,800.59,22.02,967.62,0.0003,linear,32,255520,False,78,3,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1120.294,90.04,25.871,NA,NA
filippomorini_macOS_air-di-filippo_ppo_2840b1d8be,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_2840b1d8be\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.51,862.55,21.34,1245.45,0.0003,linear,32,424064,False,123,1,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1077.052,3.029,2.394,NA,NA
filippomorini_macOS_air-di-filippo_ppo_2feb79d7c9,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_2feb79d7c9\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,20.07,816.71,26.16,1133.67,0.0003,linear,32,336544,False,73,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,5280.702,100.0,0.0,1348.177,2500000
filippomorini_macOS_air-di-filippo_ppo_3b8cdd2506,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_3b8cdd2506\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.92,863.91,22.36,1236.45,0.0003,linear,32,445888,False,116,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,5805.511,100.0,0.0,1696.3,2900000
filippomorini_macOS_air-di-filippo_ppo_3dfac3e3b3,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_3dfac3e3b3\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.69,677.16,26.18,858.28,0.0003,linear,32,224288,False,78,1,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1093.459,76.5,27.928,NA,NA
filippomorini_macOS_air-di-filippo_ppo_450333b6f3,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_450333b6f3\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.71,765.31,21.52,1027.97,0.0003,linear,32,337472,False,67,2,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1094.118,10.477,9.464,NA,NA
filippomorini_macOS_air-di-filippo_ppo_4d5224bba4,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_4d5224bba4\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.81,504.47,22.93,556.95,0.0003,linear,32,46912,False,71,3,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1154.658,100.0,0.0,244.517,420000
filippomorini_macOS_air-di-filippo_ppo_4e093b0f5b,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_4e093b0f5b\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.76,605.74,26.86,656.48,0.0003,linear,32,115872,False,102,3,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1191.716,100.0,0.0,570.457,940000
filippomorini_macOS_air-di-filippo_ppo_50af22e1ec,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_50af22e1ec\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.74,593.46,23.76,671.45,0.0003,linear,32,129344,False,121,1,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1096.766,100.0,0.0,666.324,1190000
filippomorini_macOS_air-di-filippo_ppo_53a06a127e,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_53a06a127e\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.77,701.69,22.11,908.66,0.0003,linear,32,251232,False,81,2,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1086.342,92.031,24.402,NA,NA
filippomorini_macOS_air-di-filippo_ppo_5563d15f50,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_5563d15f50\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.67,758.75,27.45,999.39,0.0003,linear,32,254144,False,76,2,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1122.087,100.0,0.0,NA,NA
filippomorini_macOS_air-di-filippo_ppo_5df58b68c6,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_5df58b68c6\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.66,522.87,25.12,559.45,0.0003,linear,32,70976,False,93,3,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1128.606,100.0,0.0,356.204,630000
filippomorini_macOS_air-di-filippo_ppo_5ebe64f131,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_5ebe64f131\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.74,653.18,24.75,879.56,0.0003,linear,32,238208,False,71,3,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1189.432,100.0,0.0,1088.529,1860000
filippomorini_macOS_air-di-filippo_ppo_61ba05ea7b,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_61ba05ea7b\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,19.51,748.39,22.95,1090.67,0.0003,linear,32,340320,False,114,1,simple,0.99,1.0,5,2000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1076.059,5.826,4.883,NA,NA
filippomorini_macOS_air-di-filippo_ppo_699b044fc8,filippomorini_macOS_air-di-filippo,experiments\results\filippomorini_macOS_air-di-filippo\filippomorini_macOS_air-di-filippo_ppo_699b044fc8\run_logs\run_log.csv,ppo,NA,3DBall,macOS,8,8,3.2,8192.0,20.03,683.33,26.89,829.72,0.0003,linear,32,199680,False,116,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,5303.571,100.0,0.0,779.344,1430000
HP_Windows_ppo_0403f81c3f,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_0403f81c3f\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,18.76,938.72,42.94,1351.55,0.0003,linear,32,348160,False,99,1,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,3662.398,100.0,0.0,3527.474,2500000
HP_Windows_ppo_0b22a120b0,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_0b22a120b0\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,19.18,943.62,50.1,1174.77,0.0003,linear,32,269280,False,94,2,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,2064.155,100.0,0.0,NA,NA
HP_Windows_ppo_0d1cff1019,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_0d1cff1019\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,15.46,834.8,38.88,1153.72,0.0003,linear,32,258496,False,108,2,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,6158.174,100.0,0.0,6130.843,2030000
HP_Windows_ppo_0d9562ddff,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_0d9562ddff\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,20.84,679.74,38.88,706.86,0.0003,linear,32,48768,False,104,3,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,407.047,100.0,0.0,402.142,420000
HP_Windows_ppo_16cebf55fb,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_16cebf55fb\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,14.74,898.24,43.73,1293.03,0.0003,linear,32,322752,False,116,2,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,5103.279,93.063,18.355,NA,NA
HP_Windows_ppo_176249ac47,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_176249ac47\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,NA,NA,NA,NA,0.0003,linear,32,348576,False,120,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,0.0,NA,NA,NA,NA
HP_Windows_ppo_18a39762c9,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_18a39762c9\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,NA,NA,NA,NA,0.0003,linear,32,401280,False,90,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,0.0,NA,NA,NA,NA
HP_Windows_ppo_1986f239cb,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_1986f239cb\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,NA,NA,NA,NA,0.0003,linear,32,216064,False,78,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,0.0,NA,NA,NA,NA
HP_Windows_ppo_1991e1400e,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_1991e1400e\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,17.08,832.67,36.79,952.84,0.0003,linear,32,160640,False,68,2,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1796.881,100.0,0.0,1783.643,1160000
HP_Windows_ppo_1d3f2874bc,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_1d3f2874bc\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,18.4,970.09,41.62,1340.26,0.0003,linear,32,349280,False,104,3,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,2643.039,100.0,0.0,2154.118,2480000
HP_Windows_ppo_209c87d487,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_209c87d487\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,18.37,721.03,44.97,767.94,0.0003,linear,32,74464,False,85,1,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,934.842,100.0,0.0,923.275,630000
HP_Windows_ppo_22626d677e,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_22626d677e\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,17.93,871.36,39.92,1015.48,0.0003,linear,32,190848,False,68,2,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,3525.176,100.0,0.0,3514.455,1420000
HP_Windows_ppo_37d526c3f7,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_37d526c3f7\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,16.74,831.52,42.69,944.76,0.0003,linear,32,158432,False,104,2,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1856.753,100.0,0.0,1344.376,1030000
HP_Windows_ppo_37eebd28d7,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_37eebd28d7\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,18.57,1111.61,42.97,1536.11,0.0003,linear,32,436928,False,87,1,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,4885.74,100.0,0.0,4875.508,3540000
HP_Windows_ppo_403bc7e326,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_403bc7e326\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,19.01,980.13,41.96,1430.84,0.0003,linear,32,385152,False,93,2,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,15537.869,100.0,0.0,15465.85,2720000
HP_Windows_ppo_439cfbd485,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_439cfbd485\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,20.18,877.34,38.88,1063.17,0.0003,linear,32,213120,False,67,3,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1646.902,100.0,0.0,1636.8,1310000
HP_Windows_ppo_44dcd4f97f,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_44dcd4f97f\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,17.66,863.84,45.69,1024.51,0.0003,linear,32,199008,False,87,3,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1241.754,100.0,0.0,1231.256,1240000
HP_Windows_ppo_4ad6f93fb5,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_4ad6f93fb5\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,18.98,881.13,48.06,1056.29,0.0003,linear,32,209984,False,99,3,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1357.668,100.0,0.0,1347.107,1430000
HP_Windows_ppo_5a0de9297f,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_5a0de9297f\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,18.58,874.13,45.74,1049.92,0.0003,linear,32,207456,False,99,2,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1204.391,100.0,0.0,1194.201,1320000
HP_Windows_ppo_5db4be9b51,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_5db4be9b51\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,19.1,1102.55,53.97,1503.45,0.0003,linear,32,429728,False,118,2,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,2924.296,100.0,0.0,2883.815,3070000
HP_Windows_ppo_62765f5fee,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_62765f5fee\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,19.76,803.01,44.02,894.24,0.0003,linear,32,129248,False,105,1,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,896.353,100.0,0.0,886.725,1070000
HP_Windows_ppo_6333f9cc62,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_6333f9cc62\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,18.81,1039.28,45.04,1364.13,0.0003,linear,32,356768,False,90,3,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,2566.171,100.0,0.0,2555.899,2580000
HP_Windows_ppo_6423f3b781,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_6423f3b781\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,20.3,810.1,43.96,896.93,0.0003,linear,32,142976,False,79,2,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1002.384,100.0,0.0,945.957,1030000
HP_Windows_ppo_726cf3321d,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_726cf3321d\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,18.35,895.95,56.91,1080.41,0.0003,linear,32,226368,False,93,2,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1715.697,100.0,0.0,1565.0,1730000
HP_Windows_ppo_740996d592,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_740996d592\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,17.95,918.52,47.08,1384.59,0.0003,linear,32,362016,False,118,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,65719.13,100.0,0.0,13540.753,2560000
HP_Windows_ppo_782b344927,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_782b344927\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,19.11,824.77,40.89,942.36,0.0003,linear,32,163008,False,113,3,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1192.206,100.0,0.0,1181.856,1170000
HP_Windows_ppo_9633fa3131,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_9633fa3131\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,19.82,1042.06,47.05,1322.56,0.0003,linear,32,337248,False,76,1,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,2574.466,100.0,0.0,2430.241,2950000
HP_Windows_ppo_9637852ed8,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_9637852ed8\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,18.57,745.32,49.07,804.51,0.0003,linear,32,91936,False,70,2,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,714.302,100.0,0.0,704.534,790000
HP_Windows_ppo_99d7185f07,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_99d7185f07\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,19.69,956.53,53.21,1172.78,0.0003,linear,32,269088,False,89,1,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1855.109,100.0,0.0,1845.541,2200000
HP_Windows_ppo_99ef5d8dc6,HP_Windows,experiments\results\HP_Windows\HP_Windows_ppo_99ef5d8dc6\run_logs\run_log.csv,ppo,NA,3DBall,Windows,12,14,1.3,16049.62,19.06,727.58,38.51,783.3,0.0003,linear,32,78432,False,94,1,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,614.304,100.0,0.0,604.07,720000
